mu,g1,g2,g3
91,0.46,0.65,1.22
1000.0,0.47032222187466965,0.6370627871767768,1.0534114469366325
1000000.0,0.5028409691625331,0.6025027505696999,0.7559325484495938
1000000000.0,0.5401905091989919,0.5714994606602809,0.5894690137851579
1000000000000.0,0.5835336639559366,0.5435307242477173,0.483088362992969
1e+16,0.6534402669887841,0.5102366165674836,0.38939118437360654
